year,code,station,state,section_title,waterbody,temp_min,temp_max,do_min,do_max,ph_min,ph_max,cond_min,cond_max,bod_min,bod_max,nitrate_min,nitrate_max,fecal_min,fecal_max,total_coli_min,total_coli_max
2017,10023,RIVER SATLUJ AT PHAGWARA U/S (CHAHERU BRIDGE),PUNJAB,Beas,SATLUJ,16,31,1.2,2.9,6.9,7.5,488,621,8,14,3,5.4,700,1400,1100,2100
2017,10024,RIVER SATLUJ AT PHAGWARA D/S (KANGANIWAL BRIDGE),PUNJAB,Beas,SATLUJ,15,32,0,0,7,7.4,1002,1126,22,48,2.9,7.1,940,2100,1400,4300
2017,10025,RIVER SATLUJ AT JALANDHAR U/S (PEERU SHAH KA DARGAH),PUNJAB,Beas,SATLUJ,17,31,0,0,7,7.4,1032,1432,5,70,4,7.1,1700,3300,3300,7900
2017,10026,RIVER SATLUJ AT JALANDHAR D/S (MALSIAN BRIDGE),PUNJAB,Beas,SATLUJ,16,30,0,0,6.9,7.4,1174,1546,52,78,4.1,9.7,2200,4600,4900,9400
2017,10027,RIVER SATLUJ AT LUDHIANA U/S,PUNJAB,Beas,SATLUJ,14,33,5.8,7.8,7.1,7.9,353,488,1,2,0.6,1,400,1300,920,2500
2017,10028,RIVER SATLUJ AT LUDHIANA D/S,PUNJAB,Beas,SATLUJ,17,35,2,4.8,7.2,7.6,582,1510,14,72,1.2,4,17000,130000,33000,270000
2017,1006,BEAS AT U/S MANALI,HIMACHAL PRADESH,Beas,BEAS,5,18,8.6,9.2,7.04,8.1,98,256,0.1,0.1,0.2,0.801,7,23,58,170
2017,2604,BEAS AT D/S MANALI,HIMACHAL PRADESH,Beas,BEAS,5,17,7.5,9.7,6.6,8,89,251,0.1,0.2,0.2,0.7,13,43,120,280
2017,1007,BEAS AT D/S KULU,HIMACHAL PRADESH,Beas,BEAS,6,16,7.4,9.5,6.65,8.27,90,218,0.1,0.3,0.2,0.827,23,46,170,430
2017,1008,BEAS AT D/S AUT,HIMACHAL PRADESH,Beas,BEAS,6,17,8.7,9.8,7,8.03,71,187,0.1,0.2,0.2,1.21,13,34,120,280
2017,1009,BEAS AT U/S PANDON DAM,HIMACHAL PRADESH,Beas,BEAS,10,22,8.2,10.4,7.24,8.15,83,214,0.1,0.2,0.2,0.897,17,46,110,350
2017,2602,BEAS AT EXIT OF TUNNEL DEHAL POWER HOUSE,HIMACHAL PRADESH,Beas,BEAS,9,25,6.7,9.6,7.82,8.19,80,324,0.1,0.2,0.2,0.418,17,34,140,280
2017,2603,BEAS U/S MANDI,HIMACHAL PRADESH,Beas,BEAS,12,24,7.7,10.6,7.1,8.2,27,548,0.1,0.1,0.2,1.2,17,22,110,180
2017,3855,BEAS AT D/S MANDI,HIMACHAL PRADESH,Beas,BEAS,13,26,7.5,11.4,7.11,8.48,127,327,0.1,0.2,0.011  1.44,,21,43,170,350
2017,1693,BEAS AT D/S JAISINGHPUR,HIMACHAL PRADESH,Beas,BEAS,12.5,19,6.7,8.7,7.3,8.7,142,420,0.1,0.5,0.2,0.7,4,15,130,280
2017,1694,BEAS AT D/S ALAMPUR,HIMACHAL PRADESH,Beas,BEAS,12.5,18,6.8,8.7,7.41,8.48,136,428,0.1,0.6,0.2,0.71,4,14,170,280
2017,1695,BEAS AT D/S DEHRAGOPIPUR,HIMACHAL PRADESH,Beas,BEAS,14.2,20,6.9,8.7,7.09,8.48,167,446,0.1,0.5,0.2,0.82,4,15,170,350
2017,1010,BEAS AT D/S PONG DAM,HIMACHAL PRADESH,Beas,BEAS,13,18,6.4,8.6,7.34,8.18,122,309,0.1,0.5,0.2,1.15,5,15,210,350
2017,1294,BEAS AT U/S KULLU,HIMACHAL PRADESH,Beas,BEAS,6,16,7.5,9.5,7.1,8.4,85,216,0.1,0.2,0.2,0.6,14,46,130,350
2017,1011,BEAS AT D/S PANDOH DAM,HIMACHAL PRADESH,Beas,BEAS,10,28,7,10.8,7.2,8.4,110,273,0.1,0.2,0.2,1.8,17,33,140,280
2017,1696,"BEAS D/S NADAUN BRIDGE, VILL BHADOLI",HIMACHAL PRADESH,Beas,BEAS,14,17.5,7,8.7,7.4,8.5,164,475,0.1,0.4,0.2,0.9,6,13,170,280
2017,1012,"BEAS AT TALWARA H/W, PUNJAB",PUNJAB,Beas,BEAS,12,28,7.2,8.1,7,7.4,164,260,0,0,0.4,0.8,46,70,70,110
2017,1697,"BEAS AT U/S PATHANKOT, PUNJAB",PUNJAB,Beas,BEAS,12,29,7,7.8,7,7.2,190,287,1,1.1,1,1.4,70,84,110,210
2017,1695,"BEAS D/S PATHANKOT, PUNJAB",PUNJAB,Beas,BEAS,13,29,6.9,7.7,7,7.3,210,290,1,1.3,0.6,1.6,70,110,110,220
2017,1010,"BEAS AT MIRTHAL BRIDGE, GURDASPUR",PUNJAB,Beas,BEAS,12,29,7,7.7,7,7.6,216,288,1,1.4,0.6,1.4,70,110,110,220
2017,1294,"BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN , PUNJAB",PUNJAB,Beas,BEAS,10,28,5.2,7,7,7.5,247,348,1,2.6,1,1.8,130,260,280,630
2017,1011,BEAS AT G.T.ROAD UNDER BDG. NEAR KAPURTHALA,PUNJAB,Beas,BEAS,11,28,7.1,8,7.2,7.5,224,298,1,1.6,0.8,1.9,70,140,170,280
2017,1696,"BEAS U/S GOINDWAL, PUNJAB",PUNJAB,Beas,BEAS,10,29,7,7.8,7,7.6,220,304,1,1.6,1,1.4,84,110,170,220
2017,1012,BEAS AT 100M D/S INDUST. DISCH. GOINDWAL,PUNJAB,Beas,BEAS,12,28,6.9,7.8,7,7.5,232,314,1.1,1.6,0.6,1.6,110,170,210,280
2017,1697,"BEAS AT HARIKE, PUNJAB",PUNJAB,Beas,BEAS,11,30,7.2,7.8,7,7.3,222,318,1.1,1.6,0.8,1.9,48,110,170,220
2017,1088,RAVI AT U/S MADHOPUR,HIMACHAL PRADESH,Beas,RAVI,10,17,6.8,8.7,6.89,8.15,191,418,0.1,0.4,0.2,1.49,4,10,170,280
2017,1089,RAVI AT U/S CHAMBA,HIMACHAL PRADESH,Beas,RAVI,7.2,9.9,8.4,9.7,7.07,8.35,103,270,0.1,0.5,0.2,0.9,4,14,110,280
2017,2614,RAVI AT AT CHAMERA RESERVOIR,HIMACHAL PRADESH,Beas,RAVI,7.5,16,8.5,9.5,7.5,8.4,137,325,0.1,0.5,0.2,0.7,4,15,140,350
2017,2615,RAVI AT AT D/S CHAMERA III HEP,HIMACHAL PRADESH,Beas,RAVI,7.1,10.2,8.5,9.9,7.2,8.4,131,268,0.1,0.6,0.2,0.9,5,14,140,350
2017,2613,RAVI AT D/S OF CHAMBA TOWN,HIMACHAL PRADESH,Beas,RAVI,7.3,10,8.3,9.6,7,8.4,164,337,0.1,0.5,0.2,0.6,4,17,130,350
2017,3873,RIVER RAVI U/S STP BARGA (CHAMBA),HIMACHAL PRADESH,Beas,RAVI,7.3,9.9,8.6,9.8,7.2,8.3,138,261,0.1,0.3,0.1,0.7,4,13,170,280
2017,3874,RIVER RAVI D/S STP BHAGOT (CHAMBA),HIMACHAL PRADESH,Beas,RAVI,7.2,10,8.5,9.7,7.3,8.4,169,282,0.1,0.7,0.2,0.7,4,15,140,350
2017,3856,SWAN RIVER U/S GAGRET,HIMACHAL PRADESH,Beas,RIVER,9,20,6.1,7.8,7.6,8.4,163,821,0.1,0.3,0.2,0.8,4,14,170,430
2017,3857,SWAN RIVER D/S GAGRET,HIMACHAL PRADESH,Beas,RIVER,9,20,6,7.6,7.6,8.4,249,1017,0.2,1.1,0.2,0.9,6,22,150,540
2017,3858,SWAN RIVER U/S SANTOSHGARH BRIDGE,HIMACHAL PRADESH,Beas,RIVER,9,23,6.1,7.6,7.8,8.5,352,780,0.2,2.1,0.2,1.1,6,17,220,350
2017,3859,SWAN RIVER U/S UNA TOWN GHALLUWAL BRIDGE,HIMACHAL PRADESH,Beas,RIVER,8,20,5.8,7.5,7.6,8.5,302,739,0.1,0.4,0.2,1.2,4,17,140,430
2017,1097,"RAVI AT U/S OF MADHOPUR HEADWORKS, GURDASPUR, PUNJAB",PUNJAB,Beas,RAVI,12,29,7.1,8.8,7.2,7.6,136,180,0.8,1.5,0.4,0.9,43,94,70,170
2017,1290,PARVATI BEFORE CONF. TO RIVER BEAS,HIMACHAL PRADESH,Beas,,5,15,8.7,5.8,6.6,8.6,56,558,0.1,0.1,0.2,1,14,38,110,220
2017,2605,PARVATI AT U/S MANIKARAN,HIMACHAL PRADESH,Beas,PARVATI,4,15,8.9,8,6.7,8.3,56,121,0.1,0.1,0.2,0.9,11,22,63,130
2017,2606,PARVATI AT D/S MANIKARAN,HIMACHAL PRADESH,Beas,PARVATI,4,15,8.9,9.2,6.5,8.3,68,119,0.1,0.2,0.2,1,13,26,94,220
2017,1090,"LARGI AT D/S,",HIMACHAL PRADESH,Beas,LARGI,6,17,8.6,9.7,7.01,8.21,60,418,0.1,0.2,0.2,1.21,14,34,120,220
2017,1551,"SIRSA RIVER , U/S SITOMAJRI NALLAHGARH",HIMACHAL PRADESH,Beas,,10,26,4.4,7.5,7.2,8.2,338,1376,1.2,8,0.2,14.5,5,26,20,150
2017,1552,"SIRSA RIVER, D/S NALAGARH BRIDGE",HIMACHAL PRADESH,Beas,,15.8,25.5,3.6,7,6.2,8.3,593,1981,4,16,0.2,14.8,14,38,21,210
2017,1868,SIRSA RIVER AT D/S NALAGARH DISTT. SOLAN,HIMACHAL PRADESH,Beas,AT,15.6,24.3,2.9,7.4,7.3,8.6,961,1954,6,12,0.2,14.6,11,33,26,280
2017,1869,SWAN RIVER AT D/S NANGAL DISTT. UNA,HIMACHAL PRADESH,Beas,AT,9,23,5,8.2,7.4,8.5,349,819,0.2,1.5,0.2,1.4,6,31,280,540
2017,2616,SIUEL AT D/S SURGANI,HIMACHAL PRADESH,Beas,SIUEL,7.1,15,8.6,9.6,7.4,8.3,143,331,0.1,0.6,0.2,0.8,4,17,120,280
2017,2607,SUKETI KHAD AT D/S MANDI,HIMACHAL PRADESH,Beas,KHAD,10,28,6.8,9.2,7.1,8.2,148,486,0.1,0.4,0.1,1.1,22,94,220,540
2017,2608,BINWA AT D/S PAPROLA/BAIJNATH,HIMACHAL PRADESH,Beas,BINWA,11,20,7.2,10.2,6.9,7.9,98,274,0.1,0.6,0.2,0.9,6,15,170,350
2017,2609,NEUGAL AT D/S THURAL,HIMACHAL PRADESH,Beas,NEUGAL,13,20,6.7,9.1,7.2,8.5,125,232,0.1,0.6,0.2,1.1,4,12,150,280
2017,2610,SPITI AT KHAB,HIMACHAL PRADESH,Beas,SPITI,9,12,9.7,8.1,6.8,7.9,70,296,0.1,0.2,0.2,0.3,2,2,17,17
2017,2612,BASPA AT U/S RESERVOIR BASPA PROJECT,HIMACHAL PRADESH,Beas,BASPA,10,14,9.3,10.2,6.7,7.9,87,294,0.1,0.5,0.2,0.4,,,,
2017,1307,CHUNT KOL (MAULANA AZAD BRIDGE),JAMMU & KASHMIR,Beas,,6.4,24,1.1,8.5,7,7.9,163,428,2.3,14.5,,,,,,
2017,1306,"GAWKADAL, SRG (SHERGHARI, SRG)",JAMMU & KASHMIR,Beas,,6.5,23.1,5.6,9.4,7.2,8.1,132,313,1.5,6,,,,,,
2017,1304,JHELAM AT ANANTNAG D/S,JAMMU & KASHMIR,Beas,JHELAM,5.2,22.5,6.1,9.2,7.3,8.2,165,352,1.3,3.5,,,,,,
2017,3274,JHELUM RIVER AT AWANTIPORA,JAMMU & KASHMIR,Beas,RIVER,3.9,22.8,6,8.9,7.2,8.3,124,281,1.2,3.3,,,,,,
2017,3275,JHELUM RIVER AT PAMPORE,JAMMU & KASHMIR,Beas,RIVER,3.5,22.5,5,9.1,7.1,8.5,110,284,1.4,3.2,,,,,,
2017,1410,"JHELAM AT DALAGATE (INLET), SRINAGAR",JAMMU & KASHMIR,Beas,JHELAM,7.1,23,4.8,8.3,7,8.7,124,305,1.5,4.5,,,,,,
2017,1411,JHELAM AT CHATTABAL WEIR (OUTLET,JAMMU & KASHMIR,Beas,JHELAM,5.3,22.1,4.3,8.9,7.1,7.8,124,298,1.5,5.5,,,,,,
2017,2755,"BANGANGA (BATHING GHAT), KATRA,",JAMMU & KASHMIR,Beas,,13,28,5.1,7.6,7.9,8.3,290,590,2,14,,,,,,
2017,2756,BANGANGA (IN FRONT OF PONY SHED NEAR REASI BRIDGE)KATRA,JAMMU & KASHMIR,Beas,SHED,13,28,4.8,8.4,7.6,8.3,305,766,2.1,5,0.2,7.8,,,,
2017,2752,"BASANTER US (R.H.S) SAMBA (BELOW NH1A BRIDGE),",JAMMU & KASHMIR,Beas,,15,26,6.6,8.9,8,8.6,268,420,2,2.9,0.2,0.1,,,,
2017,2753,BASANTER)D/S(R.H.S.) SAMBA (AT CHAK MANGA GUJJAR,JAMMU & KASHMIR,Beas,,15,26,6.4,8.3,7.8,8.1,238,530,1.9,4,0.2,0.4,,,,
2017,2748,CHENAB AT L.H.S.(BELOW BRIDGE CHENAB),JAMMU & KASHMIR,Beas,CHENAB,11,16,7.2,8.2,7.4,8,116,180,0.8,2.8,0.2,0.7,,,,
2017,2749,CHENAB AT BLIND CURVE SHAMSHAN GHAT (1.5 KM U/S FROM SPOT),JAMMU & KASHMIR,Beas,CHENAB,11,16,8,9.5,7.4,8.1,116,184,0.8,2.7,0.2,0.6,,,,
2017,2750,CHENAB RIVER AT CHADRA GAON VIEW POINT(4 KM U/S FROM SPOT),JAMMU & KASHMIR,Beas,RIVER,11,16,8.1,9.8,7.4,8,118,182,0.8,1,0.2,0.6,,,,
2017,2751,CHENAB AT JAL PATAN MANDIR AFTER MEETING WITH MAIN DRAIN OF AKHNOOR CITY(1.5 KMD/S FROM SPOT),JAMMU & KASHMIR,Beas,CHENAB,11,17,8,9.5,7.3,8,122,180,1.2,3.1,0.2,0.6,,,,
2017,2754,DEVAK RIVERUDHAMPUR(NEAR SHIV MANDIRD/S)L.H.S.,JAMMU & KASHMIR,Beas,,13,26,4.5,8,7.6,8.4,350,510,8,10,0.1,4,,,,
2017,2757,DEVAK RIVER AT UTTERBEHN,JAMMU & KASHMIR,Beas,RIVER,11,26,7.2,8,7.8,8.1,304,476,1,3.3,0.1,5.7,,,,
2017,2742,TAWI AT SHETALI LIFTING POINT NAGROTA(5KM U/S TAWI BRIDGE),JAMMU & KASHMIR,Beas,TAWI,17,26,7,6.9,7.7,8.2,188,216,1.1,1.2,0.1,0.1,,,,
2017,2743,TAWI AT BAGHEBAHU LIFTING POINT(1 KM U/S TAWI BRIDGE),JAMMU & KASHMIR,Beas,TAWI,17,26,7.3,8.6,8,8.2,176,248,0.9,1.3,0.2,0.3,,,,
2017,2744,TAWI BELOW TAWI BRIDGE,JAMMU & KASHMIR,Beas,,14,26,6.2,8.2,8,8.5,260,290,2.1,8.3,0.2,7.3,,,,
2017,2745,TAWI BAGHWATI NAGAR (2KM D/S TAWI BRIDGE,JAMMU & KASHMIR,Beas,,26,26,6.7,7.6,8.2,8.2,268,268,5.3,5.3,0.6,0.6,,,,
2017,2746,TAWI AT BELICHARANA(4KM D/S TAWI BRIDGE),JAMMU & KASHMIR,Beas,TAWI,14,26,7.3,6.7,7.6,8.5,154,280,1.3,6.7,0.2,0.2,,,,
2017,2747,"TAWI AT SURAJPUR CHATHA(10 KM D/S TAWI BRIDGE)BELOW BRIDGE NEAR CHATHA MSW DUMPING SITE, J&K",JAMMU & KASHMIR,Beas,TAWI,14,26,7,8.3,7.4,8.4,160,260,1.4,4.9,0.2,0.1,,,,
2017,2758,"UJH RIVER AT DAM SITE(L.H.S.), KATHUA",JAMMU & KASHMIR,Beas,RIVER,12,26,8,9.1,7.9,8.5,158,320,0.7,1,,,,,,
2017,3272,JHELUM RIVER AT VERINAG,JAMMU & KASHMIR,Beas,RIVER,8,15,6.4,7.5,7.3,7.8,100,299,0.4,1,,,,,,
2017,3273,"JHELUM RIVER AT SANGAM, CONFLUENCE POINT OF VISHAV NALLAH",JAMMU & KASHMIR,Beas,RIVER,5.2,23.2,5.7,8.8,7.3,8.1,114,260,1.2,3,,,,,,
2017,3276,"JHELUM RIVER ATSPORE, CONFLUENCE POINT OF WULAR LAKE",JAMMU & KASHMIR,Beas,,5.6,22,6,9.7,7.2,8.2,130,256,1.4,3,,,,,,
2017,3277,JHELUM RIVER ATBARAMULLA D/S,JAMMU & KASHMIR,Beas,ATBARAMULLA,5.6,23,6.2,8.9,7.5,8.2,145,270,1.8,3.3,,,,,,
2017,3278,LIDDER NALLAH AT LARIPORA,JAMMU & KASHMIR,Beas,NALLAH,2.9,15,7,8.2,7.4,8.6,80,191,0.4,1.2,,,,,,
2017,3279,LIDDER NALLAH AT CLUB PARK,JAMMU & KASHMIR,Beas,NALLAH,3.8,15.2,6.8,11.2,7.3,8.5,84,192,0.4,1.2,,,,,,
2017,3280,LIDDER NALLAH AT BUS ADDA,JAMMU & KASHMIR,Beas,NALLAH,3.4,16.5,6.9,10.7,7.4,8.3,90,243,0.9,2.1,,,,,,
2017,3281,"LIDDER NALLAH AT YANEER, D/S OF PHALGUM",JAMMU & KASHMIR,Beas,NALLAH,2.5,18.5,7.3,10,7.4,8.1,60,156,0.4,1.1,,,,,,
2017,3282,"LIDDER NALLAH NERA BUMZOO, ANANTNAG",JAMMU & KASHMIR,Beas,,6.9,18.2,7.5,11.2,7,8.3,81,205,0.5,1.1,,,,,,
2017,3283,SINDH RIVER AT SONAMARG U/S,JAMMU & KASHMIR,Beas,AT SONAMARG,3.5,10.5,7.3,11.3,7.5,8.1,112,362,0.4,1.1,,,,,,
2017,3284,SINDH RIVER AT SONAMARG D/S,JAMMU & KASHMIR,Ganga,AT SONAMARG,3.4,11.2,7.6,10.5,7.6,8.3,117,357,0.4,1,,,,,,
2017,3285,SINDH RIVER AT WAIL BRIDGE,JAMMU & KASHMIR,Ganga,RIVER,2.7,14.8,7.6,10.4,7.3,8.4,98,291,0.5,1,,,,,,
2017,3286,SINDH RIVER AT DUDERHAMA,JAMMU & KASHMIR,Ganga,RIVER,5.9,17.7,5.9,10.4,7.3,8.1,102,313,1.2,3.7,,,,,,
2017,3287,"SINDH RIVER AT RANGIL, SRINAGAR",JAMMU & KASHMIR,Ganga,RIVER,2.7,14.3,6.5,9.8,7.2,8,131,305,0.4,1.5,,,,,,
2017,1491,BHAGIRATHI AT GANGOTRI,UTTARAKHAND,Ganga,BHAGIRATHI,,,10.1,10.1,7.1,7.1,138,138,1,1,,,2,2,11,11
2017,1485,MANDAKINI B/C ALAKNANDA AT RUDRAPRAYAG,UTTARAKHAND,Ganga,ALAKNANDA,15,18,9,9.6,7,7.7,81,81,1,1,,,170,170,16000,16000
2017,1484,ALAKNANDA B/C MANDAKINI AT RUDRA PRAYAG,UTTARAKHAND,Ganga,MANDAKINI,12,18,8.6,9.4,7.1,7.7,114,114,1,1,,,240,240,9200,9200
2017,1486,ALKANANDA A/C MANDAKINI AT RUDRAPRAYAG,UTTARAKHAND,Ganga,MANDAKINI,14,18,8.8,9.4,7.6,7.8,,,1,1,,,,,,
2017,1488,BHAGIRATHI B/C WITH ALAKNANDA AT DEVPRAYAG,UTTARAKHAND,Ganga,ALAKNANDA,10,19,9.2,9.8,7.1,7.8,98,98,1,1,,,,,920000,920000
2017,1487,ALAKNANDA B/C TO BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,Ganga,BHAGIRATHI,12,19,8.8,9.4,7.5,7.8,130,130,1,1,,,,,,
2017,1489,ALAKNANDA A/C WITH BHAGIRATHI AT DEVPRAYAG,UTTARAKHAND,Ganga,BHAGIRATHI,14,18,9.2,9.4,7.6,7.9,,,1,1,,,,,,
2017,1060,GANGA AT RISHIKESH U/S,UTTARAKHAND,Ganga,GANGA,12,24,9.6,10.6,7,7.8,,,1,1,,,,,22,80
2017,2725,GANGA RIVER A/C SONG NEAR SATYANARAYAN TEMPLE D/S RAIWALA,UTTARAKHAND,Ganga,A/C SONG,13,25,7.1,9.4,7,7.7,,,1,1.2,,,,,90,280
2017,10147,RIVER GANGA D/S RISHIKESH,UTTARAKHAND,Ganga,GANGA,15,24,8.6,10.2,7.4,7.7,,,1,1,,,,,30,120
2017,3997,"RIVER GANGA U/S HARIDWAR AT ABINDUGHAT, DUDHIYABAD, HARIDWAR",UTTARAKHAND,Ganga,GANGA,15,24,8.2,9.4,7.4,7.9,,,1,1,,,,,50,210
2017,10148,RIVER GANGA AT HAR-KI- PAURI GHAT,UTTARAKHAND,Ganga,GANGA,15,24,8.6,9.8,7,7.6,,,1,1,,,,,70,170
2017,1061,GANGA AT HARIDWAR D/S,UTTARAKHAND,Ganga,GANGA,8,24,6.4,9.6,6.9,7.9,,,1,6.6,,,,,140,1600
2017,1062,GANGA AT GARHMUKTESHWAR,UTTAR PRADESH,Ganga,GANGA,21,23,7.3,8.7,7.4,7.7,120,258,1.2,3,0.3,0.6,180,350,410,610
2017,10149,RIVER GANGA AT GHARMUKTESHWAR,UTTAR PRADESH,Ganga,GANGA,21,23,7.4,8.9,7.1,7.8,197,258,1.8,2.6,0.3,5.2,110,350,370,610
2017,2488,"GANGA U/S, ANOOPSHAHAR",UTTAR PRADESH,Ganga,GANGA,14,25,6.4,9.2,7,7.5,152,254,1.4,4.3,0.3,0.6,210,280,440,630
2017,2489,"GANGA D/S, ANOOPSHAHAR",UTTAR PRADESH,Ganga,GANGA,15,25,7.1,9,7.2,7.6,138,244,1.6,4.1,0.3,0.4,120,230,350,450
2017,1145,GANGA AT NARORA (BULANDSAHAR),UTTAR PRADESH,Ganga,GANGA,17,26,6.9,8.7,7,7.6,137,248,1.2,4.2,0.3,0.5,200,370,470,630
